citation_id,country_or_region,source_label,source_title,source_url,application_type,application_decision,decision_basis
[47],United States,"United States - Seattle, Washington - Seattle Public Utilities / municipal rule",Business & Commercial Compostables - Food Service Packaging Requirements,https://www.seattle.gov/utilities/your-services/collection-and-disposal/food-and-yard/business-and-commercial-compostables/food-packaging-requirements,Food-service ware / takeaway packaging,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[47],United States,"United States - Seattle, Washington - Seattle Public Utilities / municipal rule",Business & Commercial Compostables - Food Service Packaging Requirements,https://www.seattle.gov/utilities/your-services/collection-and-disposal/food-and-yard/business-and-commercial-compostables/food-packaging-requirements,Flexible films/wraps/pouches,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[47],United States,"United States - Seattle, Washington - Seattle Public Utilities / municipal rule",Business & Commercial Compostables - Food Service Packaging Requirements,https://www.seattle.gov/utilities/your-services/collection-and-disposal/food-and-yard/business-and-commercial-compostables/food-packaging-requirements,Generic compostable packaging / plastics,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[48],United States,"United States - Hennepin County, Minnesota - Hennepin County / regional government guidance",Environment,https://www.hennepincounty.gov/services/environment/recycling/at-home-recycling/organics-recycling-home,Tea/coffee preparation items,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[48],United States,"United States - Hennepin County, Minnesota - Hennepin County / regional government guidance",Environment,https://www.hennepincounty.gov/services/environment/recycling/at-home-recycling/organics-recycling-home,Flexible films/wraps/pouches,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[48],United States,"United States - Hennepin County, Minnesota - Hennepin County / regional government guidance",Environment,https://www.hennepincounty.gov/services/environment/recycling/at-home-recycling/organics-recycling-home,Generic compostable packaging / plastics,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[49],United States,United States - Minnesota - Minnesota Pollution Control Agency / regional government guidance,Why should I take advantage of organics recycling in my community?,https://www.pca.state.mn.us/air-water-land-climate/frequently-asked-questions-about-organics-recycling,Food-service ware / takeaway packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[49],United States,United States - Minnesota - Minnesota Pollution Control Agency / regional government guidance,Why should I take advantage of organics recycling in my community?,https://www.pca.state.mn.us/air-water-land-climate/frequently-asked-questions-about-organics-recycling,Food-soiled paper / fibre packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[49],United States,United States - Minnesota - Minnesota Pollution Control Agency / regional government guidance,Why should I take advantage of organics recycling in my community?,https://www.pca.state.mn.us/air-water-land-climate/frequently-asked-questions-about-organics-recycling,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[50],United States,"United States - Woodland, California - City of Woodland / municipal sorting rule",Skip to Main Content,https://www.cityofwoodland.gov/731/Residential-Organics-Recycling,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[50],United States,"United States - Woodland, California - City of Woodland / municipal sorting rule",Skip to Main Content,https://www.cityofwoodland.gov/731/Residential-Organics-Recycling,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[50],United States,"United States - Woodland, California - City of Woodland / municipal sorting rule",Skip to Main Content,https://www.cityofwoodland.gov/731/Residential-Organics-Recycling,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[51],United States,"United States - San Antonio, Texas - City of San Antonio / municipal sorting rule",opens in new tab or window,https://www.sa.gov/Directory/Departments/SWMD/Recycling-Organics/Organics,Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items."
[51],United States,"United States - San Antonio, Texas - City of San Antonio / municipal sorting rule",opens in new tab or window,https://www.sa.gov/Directory/Departments/SWMD/Recycling-Organics/Organics,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[51],United States,"United States - San Antonio, Texas - City of San Antonio / municipal sorting rule",opens in new tab or window,https://www.sa.gov/Directory/Departments/SWMD/Recycling-Organics/Organics,Food-soiled paper / fibre packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[51],United States,"United States - San Antonio, Texas - City of San Antonio / municipal sorting rule",opens in new tab or window,https://www.sa.gov/Directory/Departments/SWMD/Recycling-Organics/Organics,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[52],United States,"United States - Boulder County, Colorado - Boulder County / A1 Organics-linked guidance / regional government guidance",Skip to menu,https://bouldercounty.gov/environment/composting/composting-changes-faqs/,Food-service ware / takeaway packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[52],United States,"United States - Boulder County, Colorado - Boulder County / A1 Organics-linked guidance / regional government guidance",Skip to menu,https://bouldercounty.gov/environment/composting/composting-changes-faqs/,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[53],Canada,"Canada - Toronto, Ontario - City of Toronto / municipal organics guide",--- Page 1 ---,https://www.toronto.ca/wp-content/uploads/2024/04/9632-CS-24-0110GreenBinOrganicsGuide-April-2024-AODA.pdf,Food-waste liners / collection bags,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[53],Canada,"Canada - Toronto, Ontario - City of Toronto / municipal organics guide",--- Page 1 ---,https://www.toronto.ca/wp-content/uploads/2024/04/9632-CS-24-0110GreenBinOrganicsGuide-April-2024-AODA.pdf,Tea/coffee preparation items,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[53],Canada,"Canada - Toronto, Ontario - City of Toronto / municipal organics guide",--- Page 1 ---,https://www.toronto.ca/wp-content/uploads/2024/04/9632-CS-24-0110GreenBinOrganicsGuide-April-2024-AODA.pdf,Generic compostable packaging / plastics,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[54],Canada,"Canada - Vancouver, British Columbia - City of Vancouver / municipal sorting guide",Skip to content,https://vancouver.ca/home-property-development/green-bin-composting-food-scraps-and-yard-waste.aspx,Tea/coffee preparation items,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[54],Canada,"Canada - Vancouver, British Columbia - City of Vancouver / municipal sorting guide",Skip to content,https://vancouver.ca/home-property-development/green-bin-composting-food-scraps-and-yard-waste.aspx,Food-soiled paper / fibre packaging,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[54],Canada,"Canada - Vancouver, British Columbia - City of Vancouver / municipal sorting guide",Skip to content,https://vancouver.ca/home-property-development/green-bin-composting-food-scraps-and-yard-waste.aspx,Generic compostable packaging / plastics,Accepted,"Application is accepted in the ordinary organics route; certification or generic compostability is treated as product qualification, not a scenario restriction."
[55],Canada,"Canada - Calgary, Alberta - City of Calgary / municipal guidance",Information,https://www.calgary.ca/waste/residential/compostable-bags-liners.html,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[55],Canada,"Canada - Calgary, Alberta - City of Calgary / municipal guidance",Information,https://www.calgary.ca/waste/residential/compostable-bags-liners.html,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[56],Canada,Canada - Montreal / Lachine borough - Lachine Borough / municipal FAQ,--- Page 1 ---,http://grame.org/FAQ_EN2.pdf,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[56],Canada,Canada - Montreal / Lachine borough - Lachine Borough / municipal FAQ,--- Page 1 ---,http://grame.org/FAQ_EN2.pdf,Flexible films/wraps/pouches,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[56],Canada,Canada - Montreal / Lachine borough - Lachine Borough / municipal FAQ,--- Page 1 ---,http://grame.org/FAQ_EN2.pdf,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[57],Canada,"Canada - London, Ontario - City of London / municipal sorting rule",Green Bin,https://london.ca/living-london/garbage-recycling/green-bin,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[57],Canada,"Canada - London, Ontario - City of London / municipal sorting rule",Green Bin,https://london.ca/living-london/garbage-recycling/green-bin,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[57],Canada,"Canada - London, Ontario - City of London / municipal sorting rule",Green Bin,https://london.ca/living-london/garbage-recycling/green-bin,Food-soiled paper / fibre packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[57],Canada,"Canada - London, Ontario - City of London / municipal sorting rule",Green Bin,https://london.ca/living-london/garbage-recycling/green-bin,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[58],Canada,"Canada - Richmond, British Columbia - City of Richmond / municipal sorting rule",Green Cart Recycling,https://www.richmond.ca/services/recycling-garbage/foodyardwaste/greencart.htm,Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items."
[58],Canada,"Canada - Richmond, British Columbia - City of Richmond / municipal sorting rule",Green Cart Recycling,https://www.richmond.ca/services/recycling-garbage/foodyardwaste/greencart.htm,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[58],Canada,"Canada - Richmond, British Columbia - City of Richmond / municipal sorting rule",Green Cart Recycling,https://www.richmond.ca/services/recycling-garbage/foodyardwaste/greencart.htm,Food-soiled paper / fibre packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[58],Canada,"Canada - Richmond, British Columbia - City of Richmond / municipal sorting rule",Green Cart Recycling,https://www.richmond.ca/services/recycling-garbage/foodyardwaste/greencart.htm,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[59],Canada,"Canada - Saskatoon, Saskatchewan - City of Saskatoon / municipal sorting rule",Services for Residents,https://www.saskatoon.ca/services-residents/waste-recycling/organics-food-yard-waste/curbside-organics-green-cart,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[59],Canada,"Canada - Saskatoon, Saskatchewan - City of Saskatoon / municipal sorting rule",Services for Residents,https://www.saskatoon.ca/services-residents/waste-recycling/organics-food-yard-waste/curbside-organics-green-cart,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[59],Canada,"Canada - Saskatoon, Saskatchewan - City of Saskatoon / municipal sorting rule",Services for Residents,https://www.saskatoon.ca/services-residents/waste-recycling/organics-food-yard-waste/curbside-organics-green-cart,Food-soiled paper / fibre packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[59],Canada,"Canada - Saskatoon, Saskatchewan - City of Saskatoon / municipal sorting rule",Services for Residents,https://www.saskatoon.ca/services-residents/waste-recycling/organics-food-yard-waste/curbside-organics-green-cart,Flexible films/wraps/pouches,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[59],Canada,"Canada - Saskatoon, Saskatchewan - City of Saskatoon / municipal sorting rule",Services for Residents,https://www.saskatoon.ca/services-residents/waste-recycling/organics-food-yard-waste/curbside-organics-green-cart,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[60],Canada,"Canada - Niagara Region, Ontario - Niagara Region / regional government guidance",Acceptable Compostable Bags and Where to Buy Them,https://www.niagararegion.ca/waste/containers/compostable-bags.aspx,Food-service ware / takeaway packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[60],Canada,"Canada - Niagara Region, Ontario - Niagara Region / regional government guidance",Acceptable Compostable Bags and Where to Buy Them,https://www.niagararegion.ca/waste/containers/compostable-bags.aspx,Shopping/produce bags,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[60],Canada,"Canada - Niagara Region, Ontario - Niagara Region / regional government guidance",Acceptable Compostable Bags and Where to Buy Them,https://www.niagararegion.ca/waste/containers/compostable-bags.aspx,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[61],Canada,"Canada - Manicouagan, Québec - Régie de gestion des matières résiduelles Manicouagan / composting facility rule",Bac brun,https://regiemanicouagan.qc.ca/services/collectes/bac-brun/,Food-service ware / takeaway packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[62],Canada,Canada - Province of Quebec (General Municipal Guidance) - RECYC-QUÉBEC / Bureau de normalisation du Québec (BNQ) / regional government guidance,RECYC-QUÉBEC - Notre guide d'utilisation des sacs : choisir le bon,https://www.recyc-quebec.gouv.qc.ca/municipalites/matieres-organiques/participation-citoyenne/guide-utilisation-sacs,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[62],Canada,Canada - Province of Quebec (General Municipal Guidance) - RECYC-QUÉBEC / Bureau de normalisation du Québec (BNQ) / regional government guidance,RECYC-QUÉBEC - Notre guide d'utilisation des sacs : choisir le bon,https://www.recyc-quebec.gouv.qc.ca/municipalites/matieres-organiques/participation-citoyenne/guide-utilisation-sacs,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[63],Australia,Australia - New South Wales - NSW EPA / state government FOGO guidance,FOGO information for households,https://www.epa.nsw.gov.au/Your-environment/Recycling-and-reuse/household-recycling-overview/FOGO-information-for-households,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[63],Australia,Australia - New South Wales - NSW EPA / state government FOGO guidance,FOGO information for households,https://www.epa.nsw.gov.au/Your-environment/Recycling-and-reuse/household-recycling-overview/FOGO-information-for-households,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[63],Australia,Australia - New South Wales - NSW EPA / state government FOGO guidance,FOGO information for households,https://www.epa.nsw.gov.au/Your-environment/Recycling-and-reuse/household-recycling-overview/FOGO-information-for-households,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[64],Australia,Australia - City of Sydney - City of Sydney / municipal food-scraps service,Skip to content,https://www.cityofsydney.nsw.gov.au/waste-recycling-services/prepare-for-your-food-scraps-recycling-collection,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[64],Australia,Australia - City of Sydney - City of Sydney / municipal food-scraps service,Skip to content,https://www.cityofsydney.nsw.gov.au/waste-recycling-services/prepare-for-your-food-scraps-recycling-collection,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[64],Australia,Australia - City of Sydney - City of Sydney / municipal food-scraps service,Skip to content,https://www.cityofsydney.nsw.gov.au/waste-recycling-services/prepare-for-your-food-scraps-recycling-collection,Flexible films/wraps/pouches,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[64],Australia,Australia - City of Sydney - City of Sydney / municipal food-scraps service,Skip to content,https://www.cityofsydney.nsw.gov.au/waste-recycling-services/prepare-for-your-food-scraps-recycling-collection,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[65],Australia,"Australia - Melbourne and Manningham, Victoria - City of Melbourne + Manningham / municipal FOGO rules",Food and garden organics,https://www.melbourne.vic.gov.au/food-and-garden-organics-service,Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items."
[65],Australia,"Australia - Melbourne and Manningham, Victoria - City of Melbourne + Manningham / municipal FOGO rules",Food and garden organics,https://www.melbourne.vic.gov.au/food-and-garden-organics-service,Food-service ware / takeaway packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[66],Australia,"Australia - Randwick, New South Wales - Randwick City Council / municipal sorting rule",Home,https://www.randwick.nsw.gov.au/about-us/news/news-items/2022/december/fogo-changes-from-2023-its-just-for-food-scraps-and-garden-clippings,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[66],Australia,"Australia - Randwick, New South Wales - Randwick City Council / municipal sorting rule",Home,https://www.randwick.nsw.gov.au/about-us/news/news-items/2022/december/fogo-changes-from-2023-its-just-for-food-scraps-and-garden-clippings,Food-service ware / takeaway packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[66],Australia,"Australia - Randwick, New South Wales - Randwick City Council / municipal sorting rule",Home,https://www.randwick.nsw.gov.au/about-us/news/news-items/2022/december/fogo-changes-from-2023-its-just-for-food-scraps-and-garden-clippings,Food-soiled paper / fibre packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[66],Australia,"Australia - Randwick, New South Wales - Randwick City Council / municipal sorting rule",Home,https://www.randwick.nsw.gov.au/about-us/news/news-items/2022/december/fogo-changes-from-2023-its-just-for-food-scraps-and-garden-clippings,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[67],Australia,"Australia - Inner West, New South Wales - Inner West Council / municipal sorting rule",FOGO (Food organics garden organics),https://www.innerwest.nsw.gov.au/household-bins/fogo-food-organics-garden-organics,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[67],Australia,"Australia - Inner West, New South Wales - Inner West Council / municipal sorting rule",FOGO (Food organics garden organics),https://www.innerwest.nsw.gov.au/household-bins/fogo-food-organics-garden-organics,Tea/coffee preparation items,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[67],Australia,"Australia - Inner West, New South Wales - Inner West Council / municipal sorting rule",FOGO (Food organics garden organics),https://www.innerwest.nsw.gov.au/household-bins/fogo-food-organics-garden-organics,Flexible films/wraps/pouches,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[67],Australia,"Australia - Inner West, New South Wales - Inner West Council / municipal sorting rule",FOGO (Food organics garden organics),https://www.innerwest.nsw.gov.au/household-bins/fogo-food-organics-garden-organics,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[68],Australia,Australia - South Australia (Regional Processing Networks) - Green Industries South Australia (GISA) Operational Guidance / regional government guidance,Reducing food waste – resources for households,https://www.greenindustries.sa.gov.au/food-waste-resources-households,Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items."
[69],New Zealand,New Zealand - National - Ministry for the Environment / national kerbside standard,"Material excluded from kerbside food scraps and food and garden waste collections | Ministry for the Environment, New Zealand",https://environment.govt.nz/what-government-is-doing/areas-of-work/waste/improving-household-recycling-and-food-scrap-collections/material-excluded-from-kerbside-food-scraps-and-food-and-garden-waste-collections/,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[70],New Zealand,New Zealand - New Plymouth District - NPDC / municipal food-scraps rule,Skip to main content,https://www.npdc.govt.nz/zero-waste/recycling-and-rubbish-collection/your-food-scraps-bin/,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[71],Japan,"Japan - Mashiko, Tochigi - 益子町 / municipal sorting rule",--- Page 1 ---,https://www.town.mashiko.lg.jp/data/doc/1396155521_doc_87_0.pdf,Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items."
[72],Japan,"Japan - Makkari, Hokkaidō - 真狩村 / municipal sorting rule",ごみの出し方・注意事項,https://www.vill.makkari.lg.jp/kurashi/gomi/bunbetsu/dashikata/,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[73],Japan,"Japan - Niseko, Hokkaidō - ニセコ町 / municipal sorting / program document",--- Page 1 ---,https://www.town.niseko.lg.jp/resources/output/contents/file/release/903/13734/80b6adbfc21896406dd4d482d212e7d5.pdf,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[74],Japan,"Japan - Toyohashi, Aichi - 豊橋市 / municipal sorting rule",生ごみ分別について,https://www.city.toyohashi.lg.jp/26526.htm,Food-waste liners / collection bags,Unclear or not stated,"Application is mentioned, but no explicit application-level acceptance or rejection decision is stated."
[75],Japan,"Japan - National - Ministry of Agriculture, Forestry and Fisheries / national government guidance",このページの本文へ移動,https://www.maff.go.jp/j/syouan/nouan/kome/k_hiryo/compostable_plastic.html,Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items."
[76],Spain,Spain - Vigo (Galicia) - Concello de Vigo / municipal sorting rule,Saltar al contenido,https://hoxe.vigo.org/movemonos/limp_org_form.php?lang=cas,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[77],Belgium,Belgium - National (all three regions) - Fost Plus (producer responsibility organisation) / waste-company guidance,"FAQ Bio-based/sourced plastics, bio-degradable and compostable plastics | Fost Plus",https://www.fostplus.be/fr/media/1374/download%20(FR);%20https:/www.fostplus.be/nl/media/1373/download%20(NL),Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[78],Belgium,Belgium - Flanders (national D4R guideline) - Fost Plus — Design for Recycling guidelines (Algemene D4R richtlijnen) / waste-company guidance,--- Page 1 ---,https://www.fostplus.be/nl/media/343/download,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[79],Belgium,Belgium - Ghent (Flanders) - IVAGO (Ghent intermunicipal waste company) / hauler guidance,"IVAGO gft-zakken and GFT-zakkenzone | IVAGO, Ghent",https://www.ivago.be/nl/particulier/afval/gids/gft;%20https:/www.ivago.be/nl/particulier/dienst/composteerbare-zakjes;%20https:/www.ivago.be/nl/particulier/blog/100-composteerbaar-0-gft,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[79],Belgium,Belgium - Ghent (Flanders) - IVAGO (Ghent intermunicipal waste company) / hauler guidance,"IVAGO gft-zakken and GFT-zakkenzone | IVAGO, Ghent",https://www.ivago.be/nl/particulier/afval/gids/gft;%20https:/www.ivago.be/nl/particulier/dienst/composteerbare-zakjes;%20https:/www.ivago.be/nl/particulier/blog/100-composteerbaar-0-gft,Food-service ware / takeaway packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[83],Denmark,Denmark - Roskilde (Zealand) - Roskilde Kommune / municipal sorting rule,start på hovedindhold,https://www.roskilde.dk/da-dk/service-og-selvbetjening/borger/affald-og-genbrug/hvordan-sorterer-jeg-affaldet/madaffald/,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[84],Sweden,Sweden - National - Avfall Sverige (Swedish Waste Management association — industry body for certified biogas facilities) / composting facility rule / certification standard,Hem,https://www.avfallsverige.se/fakta-statistik/certifierad-atervinning/certifieringsregler-for-biogodsel/nya-krav-pa-pasar-for-matavfall/,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[88],Switzerland,Switzerland - Zürich (city / canton) - Biogas Zürich AG (anaerobic digestion treatment facility) / anaerobic digestion facility rule,Aktuell,https://biogaszuerich.ch/aktuell-faq/,Food-waste liners / collection bags,Accepted with conditions,"Application is accepted only in a controlled, facility-approved, event, commercial, or dedicated collection context."
[91],Chile,Chile - Vitacura - Municipal organic-waste / composting guidance,¡Retiro de residuos orgánicos gratuito! | Vitacura Sustentable,https://sustentable.vitacura.cl/organico/,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[92],Mexico,Mexico - Mexico City / CDMX - Solid-waste regulation,"Norma Ambiental NACDMX-010-AMBT-2019 | Secretar?a del Medio Ambiente, Ciudad de M?xico",https://data.sedema.cdmx.gob.mx/sitios/conadf/documentos/NACDMX_010_AMBT_2019.pdf,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[92],Mexico,Mexico - Mexico City / CDMX - Solid-waste regulation,"Norma Ambiental NACDMX-010-AMBT-2019 | Secretar?a del Medio Ambiente, Ciudad de M?xico",https://data.sedema.cdmx.gob.mx/sitios/conadf/documentos/NACDMX_010_AMBT_2019.pdf,Flexible films/wraps/pouches,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.
[97],Luxembourg,Luxembourg - Luxembourg City - Ville de Luxembourg - Déchets organiques de cuisine,Écoutez,https://www.vdl.lu/fr/vivre/domicile-au-quotidien/collecter-et-trier-ses-dechets/par-type-de-dechets/dechets-organiques-de-cuisine,Tea/coffee preparation items,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[97],Luxembourg,Luxembourg - Luxembourg City - Ville de Luxembourg - Déchets organiques de cuisine,Écoutez,https://www.vdl.lu/fr/vivre/domicile-au-quotidien/collecter-et-trier-ses-dechets/par-type-de-dechets/dechets-organiques-de-cuisine,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[98],Poland,Poland - Toruń - Miasto Toruń and MPO Toruń - STOP foliówkom w pojemnikach BIO - rozdajemy BIOworki,2025-01-24,https://www.mpo.torun.pl/__jw-webdev/mpo/324/stop-foliowkom-w-pojemnikach-bio-rozdajemy-bioworki,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[98],Poland,Poland - Toruń - Miasto Toruń and MPO Toruń - STOP foliówkom w pojemnikach BIO - rozdajemy BIOworki,2025-01-24,https://www.mpo.torun.pl/__jw-webdev/mpo/324/stop-foliowkom-w-pojemnikach-bio-rozdajemy-bioworki,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[99],Portugal,Portugal - LIPOR municipalities - Lipor - FAQ - Gestão de Resíduos – Campanha Reciclar é Dar +,HOME,https://www.lipor.pt/darmais/faq/gestao-residuos.html,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.
[100],Poland,Poland - Warsaw - Urząd m. st. Warszawy - Biodegradowalne opakowania np. ze skrobi kukurydzianej,Co chcesz wyrzucić?,https://segregujna5.um.warszawa.pl/odpady/biodegradowalne-opakowania-np-ze-skrobi-kukurydzianej/,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
[101],Slovakia,Slovakia - Bratislava - OLO a.s. - Ako správne triediť kuchynský bioodpad?,Ako správne triediť kuchynský bioodpad?,https://www.olo.sk/odpad/ako-spravne-triedit-odpad/kbro,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.
